 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.118	66.274	14.365	1.316	66.104	14.139	0.339	0.487	0.486	0.310	106.991	3126	668
2	0.081	108.673	14.362	1.034	108.522	14.182	0.296	0.339	0.342	0.302	72.344	5133	670
3	0.137	68.337	14.520	1.443	68.157	14.245	0.360	0.529	0.538	0.323	109.985	3225	673
4	0.142	52.102	14.752	1.461	51.880	14.520	0.423	0.487	0.549	0.330	126.768	2455	686
5	0.107	38.742	16.453	1.256	38.544	16.256	0.381	0.402	0.474	0.287	43.876	1833	768
6	0.064	44.936	17.219	0.967	44.768	17.082	0.339	0.275	0.334	0.242	164.547	2120	807
7	0.134	38.991	17.588	1.438	38.735	17.420	0.508	0.360	0.541	0.315	21.367	1841	823
8	0.121	88.407	19.102	1.334	88.159	18.923	0.487	0.360	0.496	0.312	158.495	4172	894
9	0.091	40.396	20.220	1.119	40.196	20.087	0.402	0.275	0.409	0.283	3.848	1903	949
10	0.185	22.407	20.657	1.600	22.204	20.384	0.423	0.550	0.581	0.405	108.327	1052	963
11	0.115	77.018	21.086	1.281	76.856	20.849	0.318	0.466	0.468	0.313	78.535	3639	985
12	0.133	90.916	22.540	1.376	90.699	22.310	0.444	0.423	0.491	0.344	140.258	4290	1054
13	0.117	36.515	22.665	1.286	36.258	22.500	0.487	0.318	0.473	0.315	170.809	1721	1063
14	0.130	75.621	23.104	1.418	75.459	22.818	0.318	0.572	0.536	0.310	89.104	3573	1078
15	0.119	34.083	23.749	1.311	33.909	23.516	0.360	0.444	0.481	0.315	114.814	1606	1111
16	0.130	32.320	24.145	1.383	32.152	23.897	0.339	0.508	0.511	0.325	83.903	1525	1129
17	0.107	38.427	24.106	1.232	38.227	23.918	0.402	0.381	0.459	0.297	139.602	1810	1130
18	0.128	51.023	24.837	1.376	50.821	24.596	0.402	0.466	0.519	0.315	125.679	2406	1162
19	0.101	100.712	25.452	1.232	100.520	25.231	0.360	0.423	0.427	0.301	123.383	4756	1192
20	0.119	47.839	25.797	1.316	47.625	25.590	0.423	0.402	0.500	0.303	135.426	2253	1209
21	0.120	80.385	26.090	1.353	80.222	25.844	0.318	0.508	0.523	0.291	107.541	3793	1221
22	0.087	42.514	26.034	1.077	42.354	25.866	0.318	0.339	0.384	0.290	128.447	2003	1222
23	0.121	74.465	26.170	1.299	74.295	25.929	0.339	0.466	0.478	0.322	70.523	3517	1225
24	0.104	89.787	26.190	1.209	89.620	25.993	0.339	0.402	0.427	0.310	62.398	4242	1228
25	0.119	32.844	26.671	1.316	32.639	26.458	0.423	0.402	0.473	0.320	138.195	1545	1250
26	0.115	118.138	27.098	1.281	117.898	26.945	0.466	0.318	0.465	0.314	168.945	5574	1273
27	0.086	106.917	28.087	1.094	106.744	27.919	0.339	0.339	0.386	0.284	142.719	5047	1319
28	0.123	76.687	28.897	1.341	76.539	28.638	0.318	0.508	0.511	0.307	98.264	3620	1353
29	0.133	98.824	29.456	1.401	98.658	29.210	0.360	0.508	0.519	0.326	72.871	4669	1380
30	0.126	38.407	30.405	1.388	38.185	30.205	0.466	0.402	0.501	0.320	146.957	1806	1427
31	0.116	65.675	30.713	1.299	65.511	30.459	0.318	0.487	0.472	0.313	93.424	3101	1439
32	0.132	85.639	30.847	1.473	85.450	30.586	0.381	0.508	0.525	0.320	66.485	4044	1445
33	0.116	90.737	31.061	1.329	90.530	30.861	0.423	0.402	0.491	0.301	44.883	4288	1458
34	0.144	118.796	31.194	1.503	118.618	30.925	0.360	0.550	0.559	0.329	75.338	5612	1461
35	0.134	63.615	31.369	1.426	63.352	31.200	0.529	0.339	0.531	0.321	171.658	3000	1474
36	0.103	67.822	31.522	1.256	67.670	31.263	0.318	0.466	0.449	0.294	110.445	3201	1477
37	0.089	64.941	31.520	1.196	64.749	31.369	0.444	0.296	0.429	0.265	162.793	3062	1482
38	0.112	129.095	32.717	1.269	128.863	32.533	0.444	0.339	0.451	0.317	20.055	6096	1537
39	0.151	93.340	33.376	1.503	93.154	33.105	0.381	0.550	0.562	0.342	105.318	4405	1564
40	0.060	68.564	33.841	0.920	68.432	33.676	0.254	0.318	0.326	0.232	76.816	3238	1591
41	0.127	62.028	34.071	1.376	61.786	33.888	0.508	0.360	0.518	0.313	153.762	2922	1601
42	0.096	94.707	34.306	1.184	94.552	34.100	0.318	0.423	0.424	0.288	68.974	4475	1611
43	0.129	100.658	34.399	1.394	100.436	34.184	0.444	0.444	0.540	0.304	136.519	4748	1615
44	0.122	84.948	34.491	1.359	84.773	34.248	0.339	0.508	0.507	0.307	77.363	4013	1618
45	0.114	117.897	34.624	1.269	117.729	34.396	0.360	0.423	0.459	0.316	124.721	5564	1625
46	0.121	41.376	34.774	1.341	41.148	34.565	0.444	0.381	0.504	0.307	32.464	1959	1633
47	0.119	98.858	35.038	1.329	98.700	34.777	0.318	0.508	0.511	0.296	107.921	4666	1643
48	0.098	86.943	35.066	1.167	86.741	34.904	0.402	0.318	0.424	0.295	26.806	4107	1649
49	0.108	52.176	36.889	1.239	52.028	36.661	0.318	0.444	0.449	0.306	97.635	2463	1732
50	0.129	76.087	37.049	1.371	75.904	36.809	0.381	0.466	0.497	0.329	121.281	3589	1739
51	0.122	47.286	37.518	1.323	47.117	37.296	0.339	0.466	0.475	0.328	72.427	2232	1762
52	0.131	26.380	37.568	1.431	26.183	37.317	0.381	0.508	0.539	0.310	61.339	1248	1763
53	0.089	100.810	37.790	1.129	100.648	37.592	0.318	0.402	0.388	0.291	109.524	4761	1776
54	0.117	68.296	37.936	1.304	68.051	37.761	0.466	0.360	0.474	0.316	18.206	3228	1784
55	0.125	81.180	38.199	1.364	80.984	37.994	0.423	0.444	0.500	0.318	47.270	3836	1795
56	0.123	51.665	38.212	1.329	51.414	38.058	0.508	0.318	0.484	0.323	0.802	2435	1798
57	0.089	22.875	38.337	1.082	22.691	38.185	0.360	0.318	0.364	0.312	1.474	1078	1804
58	0.121	23.534	38.603	1.311	23.347	38.396	0.381	0.423	0.456	0.339	59.292	1111	1814
59	0.124	111.691	38.712	1.329	111.506	38.502	0.381	0.444	0.485	0.326	55.130	5277	1819
