 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.093	72.528	15.310	1.131	72.390	15.113	0.275	0.402	0.416	0.284	91.156	3423	714
2	0.140	99.283	15.430	1.401	99.039	15.219	0.466	0.402	0.510	0.349	34.773	4691	719
3	0.158	111.417	16.362	1.521	111.167	16.129	0.487	0.466	0.558	0.361	42.631	5264	762
4	0.119	86.144	16.507	1.336	85.979	16.256	0.318	0.487	0.505	0.299	79.445	4068	768
5	0.142	39.521	17.250	1.443	39.328	16.976	0.360	0.529	0.512	0.355	93.545	1868	802
6	0.157	34.758	17.889	1.526	34.502	17.653	0.529	0.444	0.568	0.353	147.809	1638	834
7	0.146	90.099	18.168	1.456	89.916	17.928	0.360	0.529	0.520	0.358	91.949	4253	847
8	0.118	68.966	18.276	1.306	68.813	18.034	0.318	0.466	0.474	0.317	82.634	3256	852
9	0.130	66.777	18.732	1.426	66.612	18.457	0.318	0.550	0.531	0.312	84.976	3155	872
10	0.143	117.814	19.511	1.431	117.602	19.283	0.423	0.466	0.526	0.347	126.990	5559	911
11	0.142	114.498	20.176	1.418	114.279	19.939	0.423	0.466	0.509	0.355	49.896	5411	942
12	0.125	21.567	21.434	1.364	21.357	21.209	0.423	0.444	0.517	0.308	135.319	1012	1002
13	0.142	71.446	21.968	1.433	71.289	21.696	0.318	0.529	0.548	0.329	86.906	3373	1025
14	0.122	56.366	22.642	1.281	56.134	22.479	0.466	0.318	0.474	0.329	2.318	2659	1062
15	0.134	104.866	24.563	1.453	104.648	24.342	0.466	0.466	0.561	0.304	41.715	4958	1150
16	0.118	77.895	24.684	1.286	77.724	24.469	0.360	0.444	0.454	0.330	110.308	3676	1156
17	0.145	80.093	24.673	1.426	79.841	24.490	0.508	0.360	0.518	0.356	176.749	3780	1157
18	0.137	71.604	25.927	1.383	71.374	25.739	0.466	0.381	0.482	0.362	15.881	3381	1216
19	0.143	105.068	27.983	1.461	104.860	27.728	0.402	0.487	0.522	0.350	64.150	4963	1310
20	0.157	105.385	29.867	1.491	105.156	29.633	0.466	0.466	0.535	0.374	45.863	4980	1400
21	0.135	98.730	31.622	1.443	98.488	31.454	0.508	0.360	0.505	0.341	2.369	4659	1486
22	0.142	90.124	31.972	1.473	89.852	31.792	0.529	0.381	0.567	0.318	157.514	4250	1502
23	0.136	59.615	32.073	1.378	59.436	31.835	0.360	0.466	0.510	0.339	115.231	2811	1504
24	0.129	98.345	32.182	1.346	98.129	31.983	0.444	0.402	0.491	0.336	38.577	4646	1511
25	0.140	111.767	33.957	1.418	111.548	33.718	0.423	0.466	0.515	0.345	49.284	5283	1593
26	0.120	22.935	33.989	1.281	22.754	33.761	0.360	0.423	0.439	0.347	116.060	1082	1595
27	0.156	23.129	34.991	1.533	22.902	34.756	0.466	0.487	0.574	0.346	49.244	1094	1642
28	0.139	39.574	35.217	1.413	39.349	35.010	0.444	0.423	0.514	0.345	143.429	1864	1654
29	0.132	74.927	35.245	1.383	74.676	35.073	0.487	0.339	0.500	0.336	1.635	3539	1657
30	0.125	26.932	35.265	1.353	26.670	35.094	0.487	0.339	0.480	0.331	17.158	1269	1658
31	0.140	22.422	35.358	1.396	22.183	35.179	0.487	0.360	0.488	0.366	8.128	1056	1662
32	0.129	31.297	35.745	1.359	31.073	35.539	0.444	0.402	0.498	0.331	146.358	1474	1679
33	0.145	24.613	35.941	1.466	24.384	35.708	0.487	0.444	0.556	0.332	141.033	1156	1687
34	0.147	30.429	35.899	1.456	30.162	35.708	0.529	0.360	0.518	0.362	167.795	1433	1687
35	0.130	37.550	36.134	1.359	37.380	35.878	0.339	0.508	0.494	0.336	96.374	1772	1695
36	0.151	97.048	36.454	1.486	96.880	36.174	0.339	0.572	0.573	0.334	78.291	4584	1709
37	0.143	32.417	36.955	1.443	32.173	36.745	0.466	0.423	0.520	0.351	33.863	1533	1736
38	0.138	112.636	37.778	1.443	112.437	37.550	0.423	0.466	0.543	0.323	55.322	5322	1774
39	0.103	34.281	37.789	1.202	34.121	37.592	0.339	0.423	0.440	0.298	60.363	1618	1776
40	0.126	55.992	38.034	1.316	55.753	37.846	0.466	0.360	0.458	0.350	165.676	2641	1788
41	0.154	117.244	38.444	1.491	117.030	38.185	0.402	0.529	0.536	0.365	109.941	5535	1804
42	0.130	95.029	39.061	1.408	94.869	38.798	0.318	0.529	0.539	0.307	99.232	4486	1833
43	0.121	53.535	39.177	1.336	53.382	38.926	0.296	0.508	0.514	0.299	82.761	2528	1839
44	0.139	68.624	39.250	1.401	68.390	39.052	0.487	0.381	0.497	0.357	18.685	3242	1845
45	0.131	54.121	39.278	1.376	53.869	39.095	0.508	0.360	0.512	0.326	156.808	2551	1847
46	0.148	110.665	40.537	1.466	110.405	40.344	0.529	0.402	0.540	0.349	159.268	5220	1906
47	0.124	49.125	40.545	1.406	48.853	40.365	0.529	0.360	0.543	0.290	22.756	2323	1907
48	0.136	97.857	40.559	1.383	97.642	40.365	0.444	0.402	0.509	0.340	36.603	4621	1907
49	0.141	89.724	40.724	1.426	89.556	40.450	0.339	0.529	0.533	0.337	87.946	4236	1911
50	0.165	29.225	41.523	1.568	28.998	41.254	0.466	0.529	0.581	0.362	123.865	1375	1949
51	0.140	26.009	42.304	1.431	25.823	42.037	0.360	0.529	0.530	0.337	72.356	1229	1986
52	0.134	20.620	42.520	1.346	20.384	42.333	0.466	0.381	0.488	0.348	153.509	968	2000
53	0.150	84.200	42.904	1.503	83.905	42.714	0.550	0.381	0.554	0.345	165.673	3974	2018
54	0.139	42.145	43.354	1.413	41.889	43.180	0.529	0.339	0.538	0.329	165.350	1983	2040
55	0.145	110.270	44.376	1.478	110.003	44.175	0.529	0.402	0.530	0.349	18.652	5214	2087
56	0.135	13.826	44.727	1.436	13.589	44.535	0.487	0.402	0.520	0.331	30.180	655	2104
57	0.127	120.510	45.081	1.329	120.269	44.894	0.466	0.360	0.467	0.345	9.805	5691	2121
58	0.119	70.083	45.306	1.304	69.892	45.106	0.402	0.423	0.484	0.313	47.691	3311	2131
