 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.156	28.629	20.771	1.478	28.427	20.510	0.423	0.508	0.522	0.381	116.489	1348	969
2	0.128	52.372	21.439	1.359	52.176	21.209	0.381	0.466	0.488	0.334	62.985	2475	1002
3	0.135	49.145	22.434	1.359	48.958	22.204	0.381	0.466	0.493	0.350	63.443	2321	1049
4	0.105	74.916	24.091	1.261	74.740	23.876	0.339	0.423	0.420	0.319	74.509	3538	1128
5	0.155	39.682	24.163	1.558	39.412	23.982	0.529	0.381	0.534	0.370	173.827	1870	1133
6	0.152	37.094	24.342	1.478	36.872	24.109	0.444	0.466	0.495	0.390	129.389	1749	1139
7	0.134	74.159	24.693	1.448	73.914	24.511	0.508	0.360	0.494	0.345	171.759	3498	1158
8	0.136	33.344	25.492	1.394	33.147	25.252	0.381	0.487	0.483	0.358	98.996	1572	1193
9	0.118	77.385	25.830	1.281	77.174	25.654	0.423	0.360	0.462	0.326	151.480	3649	1212
10	0.180	26.432	25.945	1.760	26.183	25.696	0.508	0.508	0.551	0.415	37.176	1254	1214
11	0.133	95.583	26.413	1.426	95.398	26.141	0.339	0.529	0.525	0.321	80.761	4517	1235
12	0.128	102.525	26.762	1.376	102.277	26.585	0.487	0.360	0.481	0.339	10.534	4844	1256
13	0.134	31.723	26.854	1.406	31.496	26.649	0.444	0.423	0.492	0.348	140.103	1494	1259
14	0.171	36.787	28.328	1.700	36.555	28.088	0.487	0.529	0.542	0.402	138.822	1731	1327
15	0.148	74.295	28.662	1.508	74.104	28.384	0.360	0.550	0.536	0.351	82.267	3510	1341
16	0.135	56.612	28.791	1.376	56.388	28.575	0.444	0.423	0.498	0.345	138.908	2668	1350
17	0.122	42.985	29.893	1.311	42.757	29.718	0.466	0.339	0.458	0.340	175.803	2027	1404
18	0.134	77.432	30.088	1.401	77.195	29.887	0.466	0.402	0.489	0.349	23.977	3660	1412
19	0.138	101.494	30.707	1.401	101.304	30.459	0.381	0.487	0.517	0.341	61.399	4797	1439
20	0.132	62.847	30.904	1.359	62.632	30.692	0.423	0.423	0.463	0.364	52.273	2968	1450
21	0.131	50.305	31.753	1.383	50.123	31.517	0.360	0.487	0.506	0.330	67.342	2377	1489
22	0.151	20.771	32.021	1.503	20.489	31.835	0.550	0.360	0.539	0.355	176.246	979	1504
23	0.138	110.076	32.725	1.401	109.876	32.491	0.402	0.466	0.515	0.341	57.344	5201	1535
24	0.134	43.678	32.778	1.401	43.434	32.576	0.487	0.381	0.508	0.337	23.118	2067	1539
25	0.144	44.099	32.988	1.480	43.921	32.702	0.339	0.550	0.551	0.333	81.051	2084	1545
26	0.102	83.474	32.885	1.196	83.270	32.724	0.423	0.318	0.424	0.305	166.245	3939	1546
27	0.143	21.444	32.992	1.431	21.251	32.745	0.381	0.487	0.510	0.358	105.532	1009	1547
28	0.169	25.804	33.592	1.575	25.548	33.359	0.508	0.466	0.552	0.390	144.520	1213	1576
29	0.151	103.454	33.771	1.473	103.188	33.570	0.529	0.381	0.533	0.362	166.221	4885	1586
30	0.146	54.222	34.313	1.443	53.954	34.142	0.529	0.360	0.529	0.350	13.625	2560	1613
31	0.134	98.018	34.352	1.388	97.790	34.142	0.466	0.402	0.492	0.348	148.606	4628	1613
32	0.138	65.411	34.640	1.456	65.151	34.459	0.508	0.360	0.522	0.337	179.091	3087	1628
33	0.048	25.078	34.817	0.918	24.913	34.671	0.318	0.296	0.398	0.153	140.645	1179	1638
34	0.121	88.945	35.904	1.311	88.688	35.750	0.487	0.318	0.483	0.319	6.671	4198	1689
35	0.139	110.466	36.053	1.438	110.194	35.899	0.550	0.318	0.546	0.325	0.168	5212	1696
36	0.145	20.605	36.298	1.478	20.320	36.110	0.550	0.381	0.526	0.350	3.977	974	1706
37	0.123	25.620	36.345	1.341	25.442	36.110	0.360	0.466	0.493	0.317	67.556	1210	1706
38	0.138	37.278	36.588	1.396	37.105	36.343	0.360	0.487	0.485	0.361	88.306	1759	1717
39	0.128	105.423	36.684	1.334	105.198	36.470	0.444	0.402	0.469	0.347	145.061	4978	1723
40	0.122	119.676	37.454	1.316	119.486	37.232	0.381	0.444	0.470	0.330	122.759	5650	1759
41	0.131	90.968	37.727	1.376	90.763	37.486	0.402	0.466	0.514	0.324	54.833	4300	1771
42	0.132	74.684	37.784	1.376	74.443	37.592	0.487	0.381	0.495	0.339	154.733	3522	1776
43	0.139	40.764	39.032	1.411	40.534	38.798	0.444	0.466	0.498	0.357	47.883	1927	1833
44	0.105	48.215	39.039	1.214	48.070	38.798	0.296	0.466	0.446	0.300	94.935	2277	1833
45	0.105	58.394	39.298	1.209	58.187	39.137	0.423	0.318	0.439	0.306	161.057	2752	1849
46	0.134	38.035	39.450	1.366	37.867	39.201	0.339	0.487	0.489	0.349	96.099	1794	1852
47	0.137	67.865	39.553	1.418	67.670	39.306	0.381	0.508	0.523	0.334	109.737	3201	1857
48	0.112	74.499	39.832	1.239	74.337	39.624	0.339	0.423	0.443	0.321	109.560	3515	1872
