 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.163	111.648	12.039	1.618	111.464	11.748	0.360	0.593	0.582	0.356	96.489	5273	555
2	0.137	45.119	16.107	1.406	44.894	15.896	0.444	0.444	0.531	0.327	133.653	2124	751
3	0.159	49.837	16.908	1.568	49.594	16.658	0.487	0.487	0.589	0.343	44.177	2359	787
4	0.146	96.545	20.630	1.408	96.351	20.405	0.381	0.466	0.508	0.365	115.681	4554	964
5	0.147	119.661	20.729	1.521	119.465	20.447	0.402	0.550	0.576	0.324	116.416	5646	966
6	0.165	104.171	21.055	1.563	103.950	20.786	0.423	0.550	0.592	0.355	116.402	4915	982
7	0.147	101.007	21.237	1.473	100.732	21.040	0.529	0.381	0.552	0.338	23.400	4774	994
8	0.146	54.043	21.843	1.468	53.848	21.590	0.381	0.508	0.551	0.337	63.193	2553	1020
9	0.115	56.365	22.224	1.299	56.134	22.056	0.466	0.339	0.503	0.291	152.053	2653	1042
10	0.143	50.281	22.896	1.461	50.038	22.691	0.487	0.423	0.550	0.332	145.891	2365	1072
11	0.149	73.196	23.431	1.491	72.962	23.199	0.466	0.466	0.556	0.341	135.077	3451	1096
12	0.147	83.261	24.639	1.503	83.079	24.363	0.360	0.550	0.551	0.338	85.965	3932	1151
13	0.156	40.950	25.440	1.563	40.704	25.210	0.487	0.444	0.574	0.347	38.145	1936	1191
14	0.142	105.141	28.687	1.426	104.966	28.427	0.339	0.529	0.541	0.334	106.275	4963	1343
15	0.151	114.509	28.637	1.486	114.236	28.448	0.550	0.360	0.560	0.343	167.158	5405	1344
16	0.151	90.088	28.806	1.503	89.895	28.554	0.402	0.529	0.572	0.335	59.225	4258	1349
17	0.134	82.352	29.541	1.443	82.190	29.295	0.339	0.529	0.522	0.326	83.972	3887	1384
18	0.153	97.342	30.856	1.456	97.092	30.670	0.508	0.381	0.521	0.375	6.725	4597	1449
19	0.157	98.128	31.000	1.503	97.896	30.776	0.466	0.466	0.551	0.362	43.080	4636	1454
20	0.130	55.451	31.362	1.396	55.287	31.115	0.318	0.529	0.518	0.320	98.683	2616	1470
21	0.156	60.510	31.614	1.528	60.325	31.327	0.360	0.572	0.572	0.347	98.010	2857	1480
22	0.133	66.642	32.476	1.376	66.421	32.237	0.423	0.444	0.492	0.343	51.764	3150	1523
23	0.152	58.397	32.743	1.478	58.166	32.512	0.466	0.466	0.553	0.350	133.759	2751	1536
24	0.152	40.578	33.129	1.510	40.407	32.851	0.360	0.550	0.560	0.346	91.472	1913	1552
25	0.145	82.807	34.354	1.466	82.571	34.121	0.466	0.466	0.541	0.341	139.786	3905	1612
26	0.157	91.276	36.565	1.503	91.017	36.364	0.529	0.402	0.564	0.355	157.434	4305	1718
27	0.131	66.003	36.701	1.388	65.786	36.470	0.423	0.444	0.514	0.325	50.192	3121	1723
28	0.145	101.603	36.898	1.480	101.431	36.618	0.339	0.550	0.569	0.324	73.005	4802	1730
29	0.145	79.180	37.003	1.426	78.952	36.788	0.444	0.423	0.524	0.353	40.758	3741	1738
30	0.165	49.884	38.108	1.533	49.636	37.867	0.487	0.466	0.574	0.366	44.583	2357	1789
31	0.158	19.946	38.345	1.508	19.727	38.100	0.466	0.487	0.561	0.359	129.677	935	1800
32	0.104	15.772	38.306	1.196	15.579	38.121	0.381	0.360	0.380	0.348	34.223	743	1801
33	0.142	94.661	38.391	1.468	94.403	38.227	0.550	0.339	0.546	0.331	174.181	4464	1806
34	0.154	76.301	40.418	1.486	76.031	40.238	0.550	0.360	0.556	0.352	11.032	3602	1901
35	0.144	78.469	40.527	1.456	78.296	40.259	0.339	0.550	0.548	0.334	93.650	3705	1902
36	0.114	58.520	40.503	1.304	58.314	40.301	0.402	0.423	0.496	0.292	134.773	2759	1904
37	0.146	125.095	40.600	1.486	124.862	40.365	0.444	0.466	0.553	0.335	48.501	5912	1907
38	0.170	76.679	40.789	1.575	76.390	40.576	0.550	0.423	0.579	0.373	28.595	3623	1917
39	0.140	107.035	41.309	1.401	106.786	41.106	0.487	0.381	0.491	0.362	159.115	5053	1942
40	0.142	128.066	41.403	1.413	127.889	41.148	0.360	0.508	0.510	0.353	77.481	6049	1944
41	0.156	94.151	41.589	1.528	93.874	41.402	0.572	0.360	0.551	0.361	171.741	4442	1956
42	0.151	107.246	42.709	1.503	107.019	42.460	0.444	0.487	0.570	0.336	51.392	5068	2006
43	0.168	42.669	43.089	1.563	42.397	42.884	0.550	0.423	0.587	0.364	26.454	2016	2026
