 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.140	113.396	11.113	1.491	113.136	10.901	0.508	0.423	0.554	0.323	149.198	5353	515
2	0.050	127.331	12.382	0.907	127.190	12.256	0.275	0.254	0.293	0.218	142.814	6012	579
3	0.148	97.861	13.119	1.448	97.642	12.890	0.444	0.466	0.528	0.357	50.212	4623	609
4	0.145	23.584	13.305	1.456	23.347	13.102	0.487	0.402	0.530	0.348	25.405	1118	619
5	0.134	43.292	13.422	1.396	43.032	13.250	0.508	0.339	0.531	0.322	165.762	2039	626
6	0.149	55.662	13.997	1.478	55.393	13.780	0.508	0.423	0.546	0.348	33.535	2631	651
7	0.127	44.261	14.320	1.376	44.048	14.076	0.402	0.466	0.520	0.312	53.570	2094	665
8	0.151	102.061	14.454	1.486	101.875	14.182	0.360	0.550	0.554	0.347	103.547	4819	670
9	0.122	45.866	14.428	1.359	45.678	14.203	0.381	0.466	0.492	0.316	60.975	2169	671
10	0.115	108.589	14.819	1.316	108.373	14.605	0.423	0.402	0.481	0.305	39.054	5135	690
11	0.127	55.660	14.981	1.396	55.393	14.817	0.529	0.318	0.542	0.299	10.093	2630	700
12	0.155	49.570	16.401	1.533	49.276	16.214	0.572	0.381	0.580	0.340	171.146	2338	766
13	0.135	50.411	16.558	1.406	50.186	16.341	0.466	0.423	0.525	0.327	138.301	2375	772
14	0.129	83.485	17.692	1.396	83.206	17.526	0.529	0.318	0.519	0.317	4.087	3943	828
15	0.143	72.160	18.083	1.461	71.946	17.844	0.423	0.487	0.562	0.324	126.083	3402	843
16	0.135	97.997	18.514	1.418	97.790	18.309	0.444	0.444	0.525	0.328	43.136	4631	865
17	0.145	108.099	18.817	1.503	107.908	18.542	0.381	0.550	0.558	0.330	106.291	5104	876
18	0.140	27.509	18.833	1.473	27.220	18.669	0.572	0.339	0.551	0.324	9.403	1299	882
19	0.155	96.768	19.296	1.510	96.605	19.008	0.360	0.550	0.555	0.355	97.758	4569	898
20	0.116	71.090	20.003	1.326	70.866	19.791	0.423	0.444	0.505	0.293	132.543	3354	935
21	0.141	107.186	20.452	1.448	106.976	20.214	0.423	0.487	0.546	0.329	127.540	5056	955
22	0.142	84.770	23.039	1.438	84.603	22.775	0.339	0.529	0.534	0.338	90.641	4002	1076
23	0.121	102.064	23.041	1.304	101.854	22.839	0.423	0.402	0.480	0.320	140.091	4816	1079
24	0.141	40.203	23.640	1.438	40.026	23.389	0.360	0.508	0.538	0.333	110.082	1894	1105
25	0.117	30.063	23.950	1.286	29.866	23.749	0.381	0.423	0.475	0.315	125.800	1413	1122
26	0.124	110.833	24.054	1.316	110.617	23.855	0.444	0.381	0.486	0.325	146.391	5230	1127
27	0.136	92.826	24.749	1.450	92.668	24.469	0.296	0.572	0.576	0.301	89.994	4383	1156
28	0.124	35.257	25.647	1.388	35.052	25.421	0.381	0.487	0.523	0.301	125.545	1661	1201
29	0.135	91.147	26.271	1.426	90.974	26.014	0.339	0.529	0.535	0.322	103.195	4303	1229
30	0.143	79.986	27.104	1.448	79.756	26.882	0.466	0.444	0.541	0.338	140.333	3772	1270
31	0.134	97.190	27.858	1.418	96.943	27.665	0.508	0.381	0.543	0.313	152.298	4583	1307
32	0.133	103.941	28.853	1.413	103.759	28.596	0.360	0.508	0.549	0.308	63.987	4913	1351
33	0.113	69.641	28.956	1.294	69.490	28.723	0.296	0.466	0.487	0.296	85.200	3287	1357
34	0.106	109.288	28.977	1.232	109.072	28.787	0.402	0.381	0.437	0.308	39.320	5164	1360
35	0.137	38.189	29.104	1.408	38.037	28.850	0.339	0.508	0.516	0.338	90.280	1801	1363
36	0.141	47.025	31.712	1.413	46.757	31.538	0.529	0.339	0.520	0.345	1.222	2218	1490
37	0.141	64.774	31.864	1.443	64.601	31.602	0.360	0.529	0.541	0.331	108.790	3056	1493
38	0.170	30.697	31.816	1.583	30.395	31.644	0.593	0.360	0.590	0.366	2.935	1444	1495
39	0.123	61.547	32.307	1.336	61.383	32.068	0.318	0.487	0.492	0.319	98.110	2904	1515
40	0.129	84.459	33.176	1.383	84.286	32.914	0.339	0.508	0.513	0.319	76.469	3989	1555
41	0.136	99.722	33.253	1.406	99.505	33.020	0.423	0.466	0.525	0.329	124.770	4705	1560
42	0.149	80.893	33.356	1.493	80.730	33.084	0.339	0.550	0.559	0.339	89.245	3819	1563
43	0.134	49.714	34.226	1.431	49.466	34.036	0.508	0.381	0.536	0.320	156.957	2340	1608
44	0.140	25.459	34.473	1.396	25.210	34.290	0.487	0.360	0.508	0.350	17.269	1202	1620
45	0.109	68.746	34.989	1.294	68.601	34.756	0.296	0.487	0.498	0.278	76.937	3247	1642
46	0.147	74.397	35.866	1.486	74.232	35.581	0.339	0.572	0.569	0.328	77.515	3517	1681
47	0.043	27.831	38.779	0.775	27.707	38.672	0.254	0.233	0.277	0.200	152.882	1310	1827
48	0.044	61.573	39.002	0.830	61.468	38.841	0.212	0.296	0.295	0.192	105.961	2906	1835
49	0.161	123.177	39.152	1.563	122.936	38.926	0.508	0.444	0.574	0.358	144.321	5811	1839
50	0.153	89.958	39.447	1.526	89.683	39.222	0.529	0.444	0.575	0.338	35.409	4252	1853
51	0.153	119.274	40.931	1.493	119.105	40.661	0.339	0.550	0.564	0.346	84.573	5632	1921
52	0.149	69.771	40.967	1.498	69.575	40.704	0.381	0.529	0.561	0.339	109.829	3290	1923
53	0.134	60.730	41.609	1.401	60.473	41.402	0.487	0.381	0.509	0.335	27.600	2870	1956
54	0.165	18.691	41.918	1.540	18.500	41.635	0.360	0.572	0.580	0.363	92.034	880	1967
55	0.138	100.093	41.974	1.438	99.822	41.804	0.508	0.360	0.519	0.337	8.068	4731	1975
56	0.139	61.309	42.635	1.436	61.108	42.397	0.423	0.487	0.542	0.326	56.767	2897	2003
57	0.127	53.672	44.425	1.353	53.425	44.260	0.487	0.339	0.497	0.325	165.036	2529	2091
58	0.151	21.060	44.563	1.523	20.892	44.281	0.339	0.572	0.582	0.329	80.566	994	2092
59	0.151	79.255	44.510	1.486	78.994	44.323	0.529	0.381	0.567	0.338	158.247	3735	2094
60	0.135	128.681	46.441	1.406	128.482	46.207	0.402	0.487	0.508	0.338	122.291	6074	2183
61	0.152	62.286	46.812	1.496	62.040	46.588	0.508	0.444	0.566	0.343	141.472	2934	2201
62	0.151	56.859	47.181	1.498	56.684	46.905	0.339	0.572	0.573	0.336	82.757	2685	2216
63	0.128	24.876	47.666	1.438	24.596	47.519	0.572	0.296	0.558	0.292	5.592	1171	2245
64	0.117	42.076	47.922	1.316	41.846	47.752	0.487	0.339	0.480	0.312	161.415	1980	2256
65	0.153	113.536	48.466	1.521	113.305	48.218	0.444	0.508	0.571	0.341	122.642	5356	2278
66	0.137	122.241	48.663	1.418	121.984	48.472	0.508	0.381	0.533	0.326	29.134	5775	2290
67	0.138	30.822	49.562	1.388	30.586	49.382	0.487	0.381	0.520	0.338	25.744	1454	2333
68	0.157	25.383	50.034	1.523	25.188	49.763	0.381	0.529	0.569	0.352	69.234	1199	2351
69	0.127	48.258	50.133	1.329	48.048	49.932	0.423	0.402	0.490	0.331	138.048	2272	2359
70	0.155	69.052	50.538	1.523	68.876	50.250	0.339	0.572	0.587	0.336	97.735	3259	2374
71	0.121	29.327	50.847	1.383	29.146	50.631	0.381	0.444	0.500	0.307	58.437	1386	2392
72	0.126	71.801	51.258	1.359	71.543	51.096	0.529	0.318	0.512	0.313	178.679	3389	2414
73	0.121	25.197	51.530	1.311	24.956	51.372	0.487	0.318	0.487	0.316	174.008	1186	2427
74	0.143	53.635	51.740	1.466	53.404	51.498	0.444	0.487	0.547	0.334	130.381	2528	2433
75	0.134	108.994	51.832	1.346	108.754	51.626	0.444	0.402	0.468	0.366	35.264	5149	2439
76	0.142	17.215	52.022	1.443	16.954	51.837	0.529	0.360	0.540	0.334	14.551	817	2449
77	0.152	63.224	52.493	1.508	62.992	52.239	0.444	0.508	0.581	0.333	125.164	2981	2468
78	0.126	89.887	52.778	1.371	89.641	52.599	0.487	0.360	0.523	0.307	21.403	4249	2485
79	0.120	78.831	53.552	1.323	78.592	53.382	0.487	0.318	0.491	0.311	12.219	3724	2522
80	0.140	125.150	54.002	1.456	124.968	53.742	0.360	0.529	0.535	0.334	96.466	5909	2539
81	0.141	37.236	54.485	1.466	36.957	54.293	0.529	0.402	0.548	0.327	154.314	1754	2565
82	0.128	82.799	54.603	1.366	82.550	54.441	0.508	0.318	0.532	0.305	13.765	3912	2572
83	0.140	36.952	54.945	1.408	36.703	54.779	0.508	0.339	0.525	0.340	170.624	1737	2588
84	0.136	82.476	55.051	1.378	82.232	54.885	0.487	0.339	0.508	0.340	9.112	3894	2593
85	0.130	100.099	55.137	1.371	99.864	54.949	0.466	0.381	0.510	0.326	30.378	4729	2596
86	0.144	88.886	55.231	1.463	88.625	55.076	0.529	0.339	0.542	0.339	1.422	4193	2602
87	0.147	122.583	55.518	1.503	122.386	55.245	0.402	0.529	0.585	0.320	117.583	5786	2610
88	0.137	44.915	55.510	1.413	44.662	55.330	0.508	0.360	0.543	0.320	155.804	2112	2614
89	0.135	17.184	55.922	1.401	16.954	55.711	0.444	0.423	0.535	0.321	139.111	805	2632
90	0.125	83.465	56.302	1.378	83.312	56.049	0.318	0.508	0.529	0.300	76.318	3944	2648
91	0.155	63.714	56.435	1.510	63.542	56.155	0.339	0.572	0.578	0.341	91.346	3007	2653
92	0.140	98.209	56.488	1.418	97.980	56.261	0.444	0.444	0.531	0.335	45.207	4640	2658
93	0.148	29.632	56.856	1.461	29.379	56.663	0.508	0.381	0.534	0.352	155.807	1391	2677
94	0.066	44.788	57.744	1.034	44.640	57.573	0.296	0.318	0.339	0.248	123.112	2112	2720
95	0.131	70.510	57.988	1.391	70.337	57.743	0.339	0.487	0.516	0.323	73.235	3330	2728
96	0.146	53.252	58.764	1.503	53.044	58.505	0.402	0.529	0.567	0.327	117.289	2510	2764
97	0.155	104.153	59.003	1.563	103.950	58.695	0.381	0.593	0.592	0.334	72.582	4922	2773
98	0.129	101.083	59.884	1.396	100.902	59.648	0.360	0.487	0.529	0.312	63.157	4776	2818
99	0.149	118.732	60.056	1.491	118.491	59.838	0.487	0.444	0.547	0.347	141.939	5603	2827
