 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.208	23.468	3.709	1.707	23.199	3.450	0.529	0.508	0.525	0.506	135.561	1106	163
2	0.106	34.534	13.327	1.244	34.375	13.123	0.339	0.444	0.440	0.307	73.827	1630	620
3	0.103	45.677	16.093	1.232	45.508	15.875	0.360	0.423	0.455	0.288	124.762	2154	750
4	0.109	69.932	16.242	1.299	69.744	16.023	0.360	0.444	0.481	0.290	61.251	3303	757
5	0.112	66.048	16.305	1.359	65.892	16.044	0.318	0.508	0.489	0.293	105.197	3115	758
6	0.118	83.829	16.379	1.336	83.693	16.129	0.296	0.508	0.515	0.291	87.688	3958	762
7	0.091	80.295	16.458	1.214	80.137	16.214	0.296	0.466	0.433	0.269	80.056	3795	766
8	0.118	71.808	16.698	1.294	71.649	16.468	0.318	0.466	0.480	0.313	77.819	3391	778
9	0.105	17.451	16.686	1.214	17.272	16.489	0.381	0.381	0.428	0.313	130.379	820	779
10	0.105	88.500	16.750	1.264	88.350	16.510	0.296	0.466	0.471	0.285	90.740	4181	780
11	0.104	44.547	17.196	1.244	44.386	16.954	0.318	0.466	0.463	0.287	106.087	2100	801
12	0.129	96.901	17.676	1.418	96.732	17.420	0.339	0.529	0.510	0.321	89.746	4576	823
13	0.099	40.185	18.313	1.209	40.047	18.076	0.275	0.466	0.462	0.273	93.802	1896	854
14	0.105	89.183	19.013	1.239	89.006	18.796	0.318	0.444	0.438	0.305	99.769	4211	888
15	0.110	29.402	19.179	1.269	29.168	19.029	0.466	0.318	0.454	0.308	177.659	1385	899
16	0.111	50.956	19.855	1.269	50.800	19.622	0.318	0.466	0.467	0.302	71.706	2408	927
17	0.080	71.712	20.405	1.077	71.564	20.235	0.296	0.360	0.390	0.260	61.420	3387	956
18	0.121	99.520	20.600	1.323	99.356	20.362	0.318	0.487	0.492	0.312	102.901	4698	962
19	0.108	65.319	21.015	1.256	65.151	20.807	0.360	0.423	0.469	0.292	58.620	3086	983
20	0.113	18.098	22.037	1.286	17.928	21.802	0.339	0.466	0.457	0.314	108.121	853	1030
21	0.109	59.438	22.148	1.274	59.267	21.908	0.339	0.466	0.486	0.287	62.970	2810	1035
22	0.106	47.969	22.470	1.269	47.816	22.225	0.318	0.466	0.474	0.285	102.364	2264	1050
23	0.113	82.819	22.526	1.269	82.635	22.310	0.360	0.423	0.476	0.303	59.199	3912	1054
24	0.113	103.241	22.729	1.281	103.060	22.521	0.381	0.402	0.478	0.302	131.089	4871	1064
25	0.108	105.639	23.442	1.234	105.495	23.220	0.296	0.444	0.455	0.302	92.557	4987	1097
26	0.108	79.126	23.469	1.274	78.930	23.241	0.381	0.423	0.489	0.280	47.640	3742	1098
27	0.108	99.485	24.245	1.239	99.335	24.024	0.318	0.444	0.451	0.306	73.865	4699	1135
28	0.103	50.064	24.308	1.196	49.848	24.151	0.423	0.318	0.444	0.297	18.948	2365	1141
29	0.097	89.714	24.629	1.154	89.556	24.426	0.318	0.402	0.402	0.308	98.028	4236	1154
30	0.110	73.624	24.704	1.269	73.406	24.511	0.423	0.360	0.457	0.307	29.110	3483	1158
31	0.116	54.770	24.792	1.269	54.610	24.553	0.318	0.466	0.456	0.323	87.595	2585	1160
32	0.118	81.731	24.816	1.291	81.534	24.574	0.381	0.444	0.478	0.314	52.993	3864	1161
33	0.111	47.100	24.830	1.286	46.926	24.617	0.360	0.444	0.482	0.292	56.979	2225	1163
34	0.103	58.076	25.145	1.214	57.891	24.934	0.360	0.402	0.432	0.303	56.466	2744	1178
35	0.116	108.206	25.352	1.316	108.035	25.104	0.360	0.466	0.493	0.299	120.469	5106	1186
36	0.144	91.607	25.443	1.466	91.398	25.188	0.402	0.529	0.567	0.324	120.190	4322	1190
37	0.119	94.331	25.675	1.323	94.192	25.421	0.296	0.508	0.508	0.299	94.433	4453	1201
38	0.104	110.819	25.795	1.244	110.659	25.548	0.318	0.466	0.458	0.289	77.206	5235	1207
39	0.107	78.936	26.080	1.214	78.719	25.908	0.423	0.339	0.440	0.310	19.912	3730	1224
40	0.113	110.601	26.788	1.244	110.426	26.585	0.360	0.423	0.440	0.327	55.127	5227	1256
41	0.113	27.609	27.069	1.286	27.453	26.839	0.318	0.466	0.476	0.302	105.554	1299	1268
42	0.119	26.710	27.816	1.316	26.480	27.622	0.466	0.360	0.501	0.302	154.578	1257	1305
43	0.101	36.507	28.071	1.239	36.280	27.898	0.423	0.339	0.464	0.278	29.763	1726	1318
44	0.125	23.149	28.375	1.383	22.987	28.109	0.318	0.508	0.506	0.316	97.147	1093	1328
45	0.110	48.298	28.747	1.244	48.112	28.554	0.381	0.402	0.442	0.316	54.188	2281	1349
46	0.108	23.789	28.769	1.264	23.558	28.638	0.466	0.296	0.461	0.299	4.804	1117	1353
47	0.101	109.748	29.290	1.189	109.538	29.125	0.423	0.339	0.445	0.289	28.044	5185	1376
48	0.116	106.241	29.486	1.306	106.087	29.252	0.318	0.466	0.481	0.307	83.953	5016	1382
49	0.111	76.057	29.918	1.256	75.883	29.718	0.360	0.423	0.456	0.310	54.488	3593	1404
50	0.121	16.426	30.443	1.316	16.192	30.268	0.487	0.339	0.483	0.318	165.922	770	1430
51	0.115	94.733	30.686	1.286	94.509	30.501	0.423	0.381	0.477	0.308	139.777	4469	1441
52	0.097	27.549	31.038	1.196	27.390	30.819	0.318	0.423	0.430	0.288	73.494	1302	1456
53	0.114	71.691	30.974	1.294	71.459	30.819	0.466	0.318	0.495	0.294	20.953	3385	1456
54	0.110	96.905	31.163	1.261	96.732	30.925	0.339	0.466	0.462	0.304	71.695	4578	1461
55	0.117	83.406	31.813	1.316	83.185	31.623	0.444	0.381	0.484	0.309	34.079	3941	1494
56	0.119	62.091	31.938	1.304	61.891	31.729	0.423	0.402	0.491	0.309	137.898	2927	1499
57	0.109	98.868	32.031	1.256	98.658	31.835	0.402	0.381	0.454	0.306	39.868	4673	1504
58	0.099	42.349	32.109	1.179	42.206	31.898	0.296	0.423	0.419	0.301	87.130	1998	1507
59	0.121	47.642	32.256	1.341	47.392	32.089	0.487	0.339	0.495	0.312	15.371	2252	1516
60	0.111	114.852	32.414	1.311	114.681	32.173	0.339	0.466	0.474	0.298	72.504	5426	1520
61	0.120	35.928	32.509	1.323	35.772	32.258	0.296	0.508	0.503	0.303	92.428	1696	1524
62	0.110	15.260	32.580	1.264	15.050	32.406	0.423	0.339	0.464	0.301	29.513	721	1531
63	0.117	77.853	32.592	1.269	77.639	32.427	0.444	0.339	0.461	0.323	161.107	3671	1532
64	0.103	123.627	32.583	1.269	123.380	32.427	0.466	0.318	0.453	0.289	15.635	5841	1532
65	0.112	87.975	32.703	1.246	87.757	32.554	0.444	0.296	0.464	0.306	3.427	4151	1538
66	0.096	78.483	32.773	1.167	78.274	32.618	0.402	0.318	0.426	0.288	27.947	3706	1541
67	0.117	88.348	32.980	1.294	88.202	32.745	0.296	0.487	0.489	0.305	82.610	4172	1547
68	0.111	103.283	33.231	1.264	103.060	33.084	0.466	0.296	0.469	0.301	1.026	4875	1563
69	0.105	47.991	33.491	1.251	47.752	33.359	0.466	0.296	0.462	0.289	173.496	2261	1576
70	0.116	35.007	33.677	1.316	34.798	33.464	0.381	0.444	0.496	0.297	128.154	1649	1581
71	0.108	52.381	33.751	1.256	52.197	33.570	0.402	0.381	0.466	0.295	45.172	2473	1586
72	0.120	60.245	33.895	1.359	59.965	33.740	0.529	0.318	0.506	0.301	11.460	2845	1594
73	0.137	96.028	33.908	1.413	95.758	33.740	0.529	0.339	0.550	0.318	162.018	4528	1594
74	0.103	87.098	34.000	1.191	86.868	33.867	0.444	0.275	0.453	0.288	0.197	4108	1600
75	0.113	81.493	34.297	1.294	81.280	34.121	0.444	0.339	0.459	0.313	20.326	3849	1612
76	0.111	104.594	34.397	1.286	104.394	34.163	0.381	0.423	0.478	0.296	47.673	4945	1614
77	0.100	17.100	34.448	1.191	16.954	34.248	0.318	0.402	0.427	0.299	72.652	806	1618
78	0.125	25.269	34.527	1.348	25.104	34.290	0.318	0.487	0.514	0.311	104.609	1189	1620
79	0.122	110.536	34.503	1.346	110.321	34.311	0.444	0.402	0.504	0.308	38.400	5223	1621
80	0.114	85.464	34.800	1.329	85.217	34.650	0.508	0.318	0.491	0.296	169.723	4030	1637
81	0.111	20.338	34.956	1.264	20.193	34.734	0.296	0.466	0.458	0.308	88.929	958	1641
82	0.116	47.835	34.958	1.281	47.667	34.734	0.339	0.444	0.473	0.313	111.388	2256	1641
83	0.113	118.954	35.072	1.261	118.745	34.862	0.402	0.402	0.471	0.307	43.626	5622	1647
84	0.113	54.975	35.322	1.274	54.758	35.137	0.444	0.360	0.478	0.302	149.555	2591	1660
85	0.115	117.219	35.361	1.274	117.030	35.158	0.402	0.402	0.465	0.314	133.386	5532	1661
86	0.112	37.289	35.349	1.346	37.042	35.179	0.508	0.339	0.491	0.290	164.358	1756	1662
87	0.118	114.377	35.530	1.323	114.194	35.306	0.360	0.444	0.480	0.313	64.619	5402	1668
88	0.116	109.774	35.850	1.316	109.580	35.645	0.402	0.423	0.502	0.295	47.386	5187	1684
89	0.116	70.301	35.979	1.329	70.125	35.729	0.339	0.487	0.505	0.293	109.727	3318	1688
90	0.106	85.319	36.174	1.232	85.090	36.004	0.423	0.360	0.459	0.295	142.837	4024	1701
91	0.103	81.119	36.464	1.214	80.878	36.301	0.444	0.318	0.436	0.300	167.177	3830	1715
92	0.106	94.671	36.533	1.269	94.509	36.322	0.339	0.444	0.475	0.285	62.767	4473	1716
93	0.117	45.724	36.968	1.309	45.508	36.766	0.444	0.402	0.483	0.308	40.472	2163	1737
94	0.106	76.640	37.187	1.214	76.454	36.999	0.381	0.381	0.451	0.298	39.353	3622	1748
95	0.129	82.462	37.306	1.371	82.190	37.148	0.529	0.318	0.513	0.320	177.264	3890	1755
96	0.121	34.041	37.426	1.341	33.888	37.169	0.318	0.508	0.506	0.304	95.442	1607	1756
97	0.139	125.598	37.503	1.436	125.349	37.317	0.529	0.381	0.538	0.329	157.025	5926	1763
98	0.112	123.448	37.561	1.281	123.254	37.359	0.402	0.381	0.467	0.306	145.333	5824	1765
99	0.092	12.579	38.022	1.154	12.425	37.804	0.296	0.423	0.410	0.286	99.359	592	1786
100	0.114	64.841	38.192	1.299	64.601	38.015	0.466	0.339	0.481	0.301	22.831	3065	1796
101	0.113	103.040	38.238	1.281	102.828	38.037	0.402	0.381	0.473	0.304	38.280	4872	1797
102	0.100	40.303	38.281	1.209	40.153	38.058	0.296	0.444	0.446	0.286	103.704	1902	1798
103	0.111	42.828	38.537	1.261	42.630	38.333	0.381	0.423	0.488	0.290	129.756	2017	1811
104	0.109	32.965	38.607	1.269	32.787	38.396	0.360	0.423	0.467	0.298	57.665	1557	1814
105	0.119	41.040	38.627	1.318	40.873	38.396	0.318	0.466	0.495	0.307	75.120	1938	1814
106	0.113	40.032	39.018	1.281	39.878	38.777	0.296	0.487	0.477	0.301	85.689	1891	1832
107	0.101	73.908	39.221	1.232	73.724	39.010	0.360	0.423	0.449	0.287	123.831	3487	1843
108	0.119	81.573	39.254	1.299	81.322	39.095	0.487	0.318	0.483	0.313	2.821	3853	1847
109	0.112	88.759	39.422	1.269	88.519	39.264	0.466	0.318	0.462	0.308	178.647	4194	1855
110	0.112	14.998	39.704	1.269	14.859	39.455	0.296	0.487	0.478	0.298	98.900	705	1864
111	0.091	33.815	39.650	1.124	33.613	39.497	0.402	0.296	0.409	0.282	17.327	1596	1866
112	0.109	96.994	39.686	1.281	96.774	39.518	0.444	0.339	0.469	0.296	23.018	4587	1867
113	0.127	26.614	39.944	1.401	26.395	39.730	0.423	0.444	0.518	0.313	45.807	1261	1877
114	0.093	70.027	40.199	1.161	69.808	40.068	0.444	0.254	0.458	0.258	171.855	3302	1893
115	0.115	42.983	40.406	1.341	42.841	40.153	0.296	0.508	0.516	0.284	99.594	2028	1897
116	0.112	33.116	40.426	1.251	32.956	40.196	0.318	0.444	0.463	0.309	73.170	1563	1899
117	0.109	73.645	40.892	1.286	73.427	40.746	0.487	0.318	0.481	0.288	18.692	3477	1925
118	0.106	84.983	41.213	1.256	84.751	41.042	0.444	0.339	0.455	0.297	21.205	4017	1939
119	0.097	69.519	41.315	1.174	69.321	41.169	0.402	0.296	0.436	0.284	158.856	3275	1945
120	0.113	106.048	41.946	1.316	105.897	41.698	0.318	0.508	0.484	0.297	85.452	5009	1970
121	0.112	22.799	42.167	1.281	22.585	41.974	0.402	0.381	0.473	0.302	40.955	1079	1983
122	0.065	10.841	42.947	0.950	10.710	42.799	0.275	0.318	0.314	0.265	71.899	510	2022
123	0.119	23.874	43.047	1.348	23.728	42.799	0.296	0.508	0.525	0.289	81.305	1126	2022
124	0.101	46.112	43.317	1.214	45.889	43.159	0.466	0.296	0.454	0.284	177.137	2177	2039
125	0.104	35.745	43.752	1.237	35.518	43.582	0.466	0.339	0.448	0.295	154.734	1683	2059
126	0.109	21.394	43.999	1.311	21.251	43.730	0.296	0.508	0.492	0.282	83.426	1009	2066
127	0.113	97.456	43.887	1.329	97.197	43.730	0.508	0.318	0.497	0.289	179.905	4605	2066
128	0.121	58.035	44.175	1.353	57.870	43.921	0.339	0.487	0.506	0.304	107.482	2739	2075
129	0.107	89.621	44.356	1.221	89.408	44.196	0.423	0.318	0.447	0.303	18.494	4235	2088
130	0.120	86.582	44.495	1.341	86.360	44.302	0.444	0.381	0.484	0.315	33.386	4092	2093
131	0.102	49.645	44.703	1.221	49.509	44.471	0.275	0.466	0.469	0.278	98.260	2343	2101
132	0.105	108.063	44.996	1.226	107.908	44.789	0.318	0.444	0.450	0.298	102.982	5101	2116
133	0.116	75.457	44.984	1.306	75.226	44.831	0.466	0.318	0.488	0.302	12.051	3564	2118
134	0.112	83.408	45.153	1.276	83.185	45.000	0.444	0.318	0.472	0.303	15.211	3940	2126
135	0.110	120.211	45.530	1.281	119.994	45.339	0.402	0.381	0.451	0.310	36.302	5682	2142
136	0.114	80.325	45.563	1.286	80.095	45.402	0.487	0.318	0.473	0.306	9.368	3792	2145
137	0.097	49.789	45.579	1.191	49.572	45.445	0.444	0.275	0.441	0.281	172.687	2347	2147
138	0.108	87.614	45.578	1.281	87.355	45.445	0.487	0.296	0.476	0.290	177.812	4134	2147
139	0.094	67.877	46.230	1.167	67.670	46.080	0.423	0.296	0.445	0.268	163.246	3199	2177
140	0.102	81.735	46.299	1.279	81.513	46.101	0.444	0.360	0.418	0.309	11.013	3861	2178
141	0.103	30.305	46.358	1.214	30.120	46.143	0.360	0.402	0.438	0.298	54.099	1433	2180
