 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.127	46.612	13.297	1.413	46.440	13.039	0.339	0.508	0.517	0.313	96.784	2200	616
2	0.044	75.705	13.596	0.890	75.607	13.441	0.212	0.296	0.299	0.189	96.084	3574	635
3	0.125	72.281	14.525	1.353	72.115	14.288	0.339	0.487	0.513	0.309	111.949	3410	675
4	0.127	74.046	15.205	1.359	73.808	15.007	0.466	0.381	0.492	0.328	34.005	3498	709
5	0.130	75.701	15.620	1.401	75.459	15.430	0.487	0.381	0.511	0.325	32.550	3577	729
6	0.137	71.680	15.808	1.424	71.416	15.600	0.508	0.402	0.543	0.320	31.110	3390	737
7	0.145	127.453	17.643	1.431	127.254	17.399	0.402	0.487	0.528	0.350	123.282	6015	822
8	0.163	116.525	21.545	1.533	116.290	21.294	0.466	0.487	0.563	0.369	133.253	5499	1006
9	0.131	56.181	21.738	1.408	56.007	21.484	0.339	0.508	0.547	0.305	111.081	2649	1015
10	0.132	69.391	23.266	1.418	69.173	23.050	0.444	0.444	0.554	0.304	42.607	3280	1089
11	0.124	62.085	23.587	1.341	61.870	23.389	0.423	0.402	0.518	0.304	139.469	2925	1105
12	0.116	56.607	24.117	1.286	56.388	23.940	0.444	0.360	0.477	0.309	145.789	2667	1131
13	0.125	48.350	26.096	1.318	48.133	25.929	0.444	0.339	0.466	0.343	0.430	2280	1225
14	0.115	88.017	26.513	1.286	87.778	26.352	0.466	0.339	0.467	0.313	158.117	4151	1245
15	0.126	32.743	26.969	1.341	32.512	26.797	0.487	0.339	0.486	0.330	10.062	1545	1266
16	0.125	27.466	27.157	1.406	27.263	26.903	0.402	0.487	0.525	0.304	54.632	1302	1271
17	0.116	43.193	27.247	1.323	42.947	27.093	0.508	0.296	0.527	0.280	11.753	2041	1280
18	0.144	72.287	28.970	1.466	72.094	28.702	0.381	0.529	0.539	0.341	109.370	3411	1356
19	0.128	81.544	29.100	1.334	81.322	28.893	0.444	0.402	0.496	0.328	34.312	3855	1365
20	0.131	115.684	29.488	1.388	115.485	29.252	0.381	0.466	0.498	0.335	66.047	5465	1382
21	0.130	41.437	29.932	1.383	41.169	29.782	0.529	0.318	0.522	0.318	3.903	1953	1407
22	0.095	57.202	30.812	1.161	57.065	30.586	0.275	0.423	0.436	0.276	101.817	2701	1445
23	0.124	46.439	30.999	1.353	46.207	30.819	0.466	0.360	0.499	0.317	27.093	2195	1456
24	0.140	36.057	31.159	1.426	35.793	30.988	0.529	0.339	0.541	0.330	178.552	1700	1464
25	0.122	93.857	31.629	1.359	93.599	31.454	0.508	0.339	0.505	0.309	20.798	4434	1486
26	0.123	59.861	31.929	1.376	59.690	31.665	0.339	0.508	0.506	0.310	106.312	2826	1496
27	0.121	76.909	31.832	1.336	76.645	31.686	0.508	0.296	0.509	0.302	7.176	3630	1497
28	0.116	62.569	31.963	1.318	62.421	31.708	0.296	0.487	0.502	0.293	104.548	2954	1498
29	0.107	42.417	32.381	1.251	42.206	32.216	0.423	0.339	0.465	0.293	27.658	2006	1522
30	0.111	26.502	33.018	1.256	26.331	32.787	0.339	0.444	0.468	0.303	62.008	1253	1549
31	0.127	44.999	33.503	1.348	44.768	33.338	0.466	0.339	0.487	0.331	7.948	2124	1575
32	0.118	43.517	33.634	1.323	43.286	33.464	0.466	0.339	0.492	0.305	24.748	2056	1581
33	0.103	35.009	34.934	1.221	34.777	34.798	0.466	0.275	0.466	0.282	176.134	1649	1644
34	0.108	33.647	35.370	1.291	33.443	35.137	0.381	0.444	0.496	0.276	52.971	1593	1660
35	0.125	75.018	35.343	1.388	74.782	35.158	0.487	0.381	0.520	0.306	26.988	3547	1661
36	0.138	32.616	35.613	1.436	32.406	35.370	0.423	0.487	0.557	0.316	56.941	1542	1671
37	0.098	75.718	35.799	1.226	75.502	35.624	0.423	0.339	0.474	0.263	36.220	3579	1683
38	0.139	32.949	36.038	1.426	32.702	35.856	0.508	0.360	0.546	0.324	21.115	1557	1694
39	0.109	72.895	36.121	1.281	72.729	35.899	0.339	0.444	0.481	0.288	112.644	3439	1696
40	0.180	127.746	36.262	1.625	127.550	35.962	0.381	0.593	0.592	0.387	97.267	6035	1699
41	0.129	105.455	38.277	1.371	105.283	38.037	0.360	0.487	0.511	0.323	110.287	4977	1797
42	0.133	92.817	38.791	1.418	92.583	38.566	0.466	0.423	0.528	0.321	144.090	4377	1822
43	0.123	19.835	39.167	1.383	19.643	38.947	0.360	0.487	0.493	0.317	108.179	932	1840
44	0.138	68.762	39.728	1.413	68.538	39.518	0.444	0.423	0.530	0.331	42.520	3249	1867
45	0.133	52.831	39.946	1.406	52.642	39.688	0.381	0.508	0.543	0.312	117.908	2491	1875
46	0.123	24.114	40.119	1.341	23.918	39.899	0.381	0.444	0.505	0.310	122.801	1132	1885
47	0.112	32.847	40.493	1.269	32.618	40.322	0.466	0.318	0.462	0.307	167.565	1550	1905
48	0.098	86.404	40.731	1.221	86.254	40.513	0.296	0.444	0.477	0.261	113.082	4077	1914
49	0.128	52.492	40.947	1.401	52.282	40.725	0.423	0.444	0.540	0.301	50.873	2481	1924
50	0.124	32.367	41.263	1.353	32.131	41.084	0.466	0.360	0.505	0.312	25.400	1529	1941
51	0.138	69.277	41.292	1.431	69.024	41.084	0.487	0.402	0.532	0.331	29.298	3276	1941
52	0.115	35.982	42.531	1.304	35.772	42.333	0.444	0.381	0.513	0.286	141.406	1692	2000
53	0.137	54.802	42.847	1.431	54.525	42.672	0.529	0.339	0.531	0.328	172.323	2585	2016
