 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.132	31.135	12.774	1.359	30.946	12.552	0.381	0.466	0.470	0.358	78.219	1469	593
2	0.146	28.126	16.084	1.466	27.876	15.896	0.487	0.381	0.495	0.375	162.840	1323	751
3	0.142	104.182	16.177	1.408	104.013	15.938	0.360	0.487	0.495	0.366	86.706	4918	753
4	0.046	8.747	17.261	0.775	8.636	17.124	0.212	0.275	0.281	0.207	70.875	413	809
5	0.139	82.216	17.612	1.383	81.978	17.420	0.466	0.381	0.491	0.360	155.132	3879	823
6	0.139	83.456	17.911	1.413	83.206	17.738	0.508	0.360	0.501	0.354	12.756	3938	838
7	0.130	68.202	19.247	1.353	67.966	19.071	0.466	0.360	0.488	0.340	157.606	3216	901
8	0.142	112.149	19.430	1.426	111.972	19.177	0.360	0.508	0.514	0.353	80.748	5296	906
9	0.107	117.872	19.434	1.214	117.708	19.219	0.339	0.423	0.406	0.334	71.446	5568	908
10	0.124	116.701	19.563	1.359	116.501	19.325	0.381	0.466	0.510	0.310	58.448	5514	913
11	0.132	77.308	20.982	1.346	77.110	20.764	0.402	0.444	0.475	0.354	57.512	3651	981
12	0.126	81.991	20.966	1.323	81.746	20.807	0.487	0.318	0.494	0.326	2.655	3869	983
13	0.137	106.762	21.319	1.413	106.574	21.061	0.360	0.508	0.515	0.338	105.737	5041	995
14	0.134	57.480	22.727	1.371	57.256	22.521	0.444	0.402	0.492	0.348	35.530	2715	1064
15	0.141	102.346	22.829	1.426	102.150	22.585	0.381	0.487	0.529	0.339	115.050	4828	1067
16	0.146	80.642	23.717	1.456	80.391	23.537	0.529	0.360	0.533	0.349	165.826	3803	1112
17	0.138	72.308	23.796	1.413	72.115	23.558	0.381	0.487	0.507	0.345	111.922	3409	1113
18	0.143	87.780	24.368	1.401	87.588	24.130	0.381	0.487	0.492	0.371	104.397	4143	1140
19	0.112	83.183	24.690	1.244	82.994	24.490	0.402	0.381	0.452	0.314	141.475	3924	1157
20	0.112	79.274	24.860	1.226	79.079	24.680	0.402	0.360	0.433	0.329	148.414	3739	1166
21	0.043	51.293	25.001	0.793	51.160	24.892	0.275	0.212	0.284	0.191	163.966	2419	1176
22	0.138	80.895	25.316	1.394	80.645	25.125	0.508	0.381	0.509	0.346	154.379	3814	1187
23	0.126	87.648	25.553	1.334	87.418	25.358	0.466	0.381	0.485	0.330	153.160	4137	1198
24	0.147	101.452	26.336	1.456	101.261	26.077	0.402	0.487	0.528	0.355	122.835	4786	1232
25	0.132	85.573	26.807	1.388	85.344	26.606	0.487	0.381	0.495	0.340	163.199	4038	1257
26	0.146	89.821	26.878	1.461	89.620	26.628	0.402	0.508	0.552	0.337	119.462	4238	1258
27	0.157	90.994	26.901	1.508	90.784	26.628	0.402	0.550	0.574	0.348	114.602	4293	1258
28	0.120	67.805	27.037	1.334	67.585	26.818	0.423	0.423	0.481	0.317	45.556	3208	1267
29	0.143	90.340	27.084	1.436	90.085	26.861	0.487	0.423	0.523	0.349	39.291	4269	1269
30	0.141	69.542	27.907	1.413	69.363	27.644	0.360	0.508	0.532	0.338	68.856	3286	1306
31	0.133	116.175	28.390	1.406	115.972	28.152	0.402	0.487	0.522	0.325	123.782	5483	1330
32	0.135	32.414	28.545	1.515	32.152	28.363	0.508	0.381	0.524	0.329	154.029	1525	1340
33	0.146	125.269	29.132	1.491	125.032	28.893	0.466	0.444	0.540	0.344	42.385	5921	1365
34	0.146	42.150	29.207	1.468	41.974	28.935	0.360	0.529	0.549	0.339	107.196	1988	1367
35	0.124	30.134	29.487	1.316	29.930	29.274	0.402	0.423	0.474	0.334	53.274	1424	1383
36	0.142	44.531	30.482	1.473	44.365	30.184	0.360	0.550	0.526	0.343	85.230	2103	1426
37	0.146	117.954	31.188	1.491	117.687	31.009	0.550	0.360	0.553	0.336	167.641	5567	1465
38	0.123	118.908	31.280	1.299	118.724	31.073	0.381	0.423	0.457	0.342	53.691	5616	1468
39	0.139	103.900	31.392	1.413	103.696	31.178	0.423	0.444	0.513	0.345	130.667	4900	1473
40	0.149	87.339	31.504	1.498	87.164	31.221	0.360	0.550	0.557	0.341	71.660	4127	1475
41	0.134	50.959	31.748	1.388	50.715	31.560	0.487	0.381	0.502	0.340	26.014	2408	1491
42	0.121	57.718	32.745	1.311	57.531	32.533	0.381	0.423	0.483	0.318	127.050	2719	1537
43	0.145	95.244	33.158	1.456	95.017	32.956	0.466	0.423	0.533	0.345	41.964	4498	1557
44	0.146	62.422	34.782	1.448	62.230	34.502	0.381	0.529	0.525	0.354	73.584	2949	1630
45	0.141	76.185	36.171	1.473	75.988	35.920	0.402	0.508	0.544	0.329	61.265	3600	1697
46	0.142	37.593	36.418	1.418	37.402	36.174	0.381	0.508	0.510	0.353	107.407	1772	1709
47	0.154	24.782	36.642	1.515	24.511	36.470	0.550	0.360	0.542	0.362	7.133	1166	1723
48	0.141	100.200	37.640	1.448	100.012	37.380	0.381	0.529	0.530	0.338	76.264	4733	1766
49	0.156	129.014	38.013	1.503	128.757	37.825	0.529	0.381	0.529	0.375	10.387	6092	1787
