 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.087	20.204	10.221	1.129	19.981	10.075	0.402	0.318	0.381	0.292	16.225	953	476
2	0.060	108.593	11.902	0.980	108.458	11.726	0.254	0.360	0.347	0.222	93.211	5129	554
3	0.147	37.995	21.904	1.453	37.782	21.654	0.444	0.487	0.529	0.353	133.097	1790	1023
4	0.133	39.767	22.992	1.388	39.560	22.754	0.402	0.466	0.505	0.335	51.752	1881	1075
5	0.112	53.066	25.770	1.299	52.896	25.527	0.318	0.487	0.466	0.307	97.996	2506	1206
6	0.129	65.022	26.466	1.401	64.791	26.289	0.487	0.381	0.476	0.345	13.364	3071	1242
7	0.144	35.003	27.336	1.478	34.819	27.072	0.381	0.529	0.547	0.336	111.789	1650	1279
8	0.052	21.264	27.812	0.962	21.167	27.622	0.212	0.381	0.400	0.165	105.196	1001	1305
9	0.133	58.917	28.391	1.461	58.632	28.236	0.550	0.318	0.525	0.323	4.239	2780	1334
10	0.115	90.231	28.582	1.286	90.022	28.384	0.423	0.381	0.487	0.301	140.219	4255	1341
11	0.122	17.520	29.814	1.346	17.293	29.612	0.423	0.423	0.489	0.317	134.068	822	1399
12	0.117	20.466	30.201	1.316	20.278	29.972	0.402	0.423	0.477	0.312	134.532	961	1416
13	0.044	48.162	31.503	0.763	48.027	31.390	0.254	0.233	0.268	0.211	155.985	2273	1483
14	0.121	25.407	32.230	1.329	25.188	32.046	0.466	0.360	0.497	0.311	149.727	1192	1514
15	0.132	44.268	32.632	1.396	44.111	32.364	0.318	0.529	0.526	0.320	96.816	2091	1529
16	0.113	51.613	33.259	1.269	51.456	33.020	0.318	0.466	0.475	0.304	109.232	2436	1560
17	0.125	24.250	34.496	1.364	24.045	34.269	0.423	0.444	0.482	0.332	129.933	1140	1619
18	0.107	23.592	36.273	1.256	23.432	36.047	0.318	0.466	0.468	0.290	69.469	1115	1703
19	0.128	22.164	37.215	1.381	21.950	36.978	0.444	0.444	0.504	0.324	135.880	1042	1747
20	0.145	18.485	38.439	1.536	18.224	38.206	0.508	0.466	0.512	0.360	137.296	869	1805
21	0.095	96.901	38.676	1.142	96.732	38.481	0.339	0.381	0.431	0.282	126.847	4573	1818
22	0.119	48.658	38.731	1.299	48.472	38.523	0.381	0.423	0.482	0.314	51.849	2300	1820
23	0.102	43.582	39.927	1.214	43.392	39.730	0.381	0.381	0.453	0.286	46.629	2061	1877
24	0.116	25.512	41.227	1.304	25.294	41.021	0.423	0.402	0.488	0.303	139.866	1199	1938
25	0.117	113.083	42.028	1.304	112.903	41.804	0.360	0.466	0.491	0.303	119.009	5337	1975
26	0.076	58.885	42.566	1.069	58.716	42.397	0.339	0.339	0.347	0.280	48.917	2780	2003
27	0.121	86.218	43.740	1.316	86.042	43.519	0.360	0.466	0.477	0.323	110.262	4068	2056
28	0.119	26.598	44.586	1.383	26.352	44.429	0.487	0.318	0.484	0.314	171.820	1250	2099
29	0.119	69.499	45.220	1.353	69.278	45.064	0.466	0.318	0.464	0.327	173.720	3278	2129
30	0.120	22.722	45.292	1.286	22.500	45.106	0.444	0.360	0.471	0.324	152.181	1068	2131
31	0.115	76.762	45.514	1.274	76.581	45.297	0.360	0.444	0.487	0.300	120.964	3621	2140
32	0.041	30.662	45.753	0.728	30.565	45.635	0.212	0.233	0.242	0.217	77.160	1446	2156
33	0.111	112.397	46.091	1.274	112.183	45.910	0.444	0.360	0.480	0.293	147.832	5303	2169
34	0.123	21.330	46.203	1.346	21.124	45.995	0.444	0.402	0.467	0.336	142.173	1007	2173
35	0.118	70.388	47.753	1.309	70.189	47.540	0.402	0.423	0.461	0.326	138.343	3321	2246
36	0.129	36.121	48.026	1.401	35.920	47.816	0.423	0.402	0.488	0.335	142.172	1699	2259
37	0.113	24.589	48.134	1.274	24.363	47.964	0.466	0.339	0.455	0.317	161.946	1156	2266
38	0.141	18.445	48.238	1.413	18.182	48.070	0.529	0.339	0.527	0.340	175.815	866	2271
39	0.132	16.764	48.448	1.388	16.574	48.196	0.381	0.487	0.518	0.324	60.475	793	2277
40	0.130	33.792	48.429	1.371	33.592	48.196	0.381	0.466	0.468	0.353	115.362	1592	2277
41	0.136	69.173	48.487	1.441	68.961	48.239	0.423	0.487	0.520	0.334	127.804	3264	2279
42	0.119	22.182	49.859	1.281	22.013	49.636	0.339	0.444	0.483	0.313	64.071	1047	2345
43	0.122	118.500	49.962	1.361	118.343	49.720	0.318	0.487	0.507	0.306	79.149	5596	2349
44	0.129	20.067	50.111	1.376	19.812	49.911	0.487	0.381	0.504	0.325	30.048	950	2358
45	0.124	54.336	50.254	1.311	54.102	50.080	0.466	0.339	0.488	0.323	163.860	2561	2366
46	0.111	49.767	50.736	1.274	49.594	50.504	0.339	0.466	0.480	0.293	64.634	2352	2386
47	0.124	18.022	50.795	1.359	17.844	50.546	0.360	0.487	0.493	0.319	74.527	851	2388
48	0.156	71.651	50.901	1.521	71.395	50.694	0.508	0.423	0.545	0.364	154.475	3378	2395
49	0.239	27.117	51.135	2.039	26.734	50.906	0.720	0.487	0.693	0.439	170.678	1276	2405
50	0.120	78.256	51.299	1.336	78.105	51.054	0.318	0.487	0.508	0.300	73.321	3696	2412
51	0.155	35.569	52.232	1.528	35.391	51.964	0.402	0.529	0.558	0.354	72.362	1680	2455
52	0.128	28.131	52.612	1.371	27.855	52.451	0.529	0.318	0.513	0.317	174.617	1323	2478
53	0.141	33.141	53.919	1.478	32.893	53.700	0.508	0.402	0.511	0.350	160.301	1561	2537
54	0.162	59.676	53.969	1.700	59.415	53.763	0.529	0.423	0.539	0.382	13.135	2822	2540
55	0.125	98.039	54.600	1.366	97.875	54.356	0.318	0.508	0.499	0.318	93.824	4629	2568
56	0.124	46.840	55.132	1.348	46.588	54.991	0.508	0.296	0.521	0.303	4.720	2207	2598
57	0.144	17.320	55.670	1.521	17.039	55.457	0.550	0.402	0.520	0.352	3.580	819	2620
58	0.109	71.208	56.484	1.276	71.056	56.261	0.296	0.444	0.472	0.295	105.029	3360	2658
59	0.116	64.535	57.037	1.251	64.326	56.875	0.423	0.339	0.432	0.342	177.270	3045	2687
60	0.132	16.864	57.425	1.348	16.637	57.256	0.466	0.339	0.504	0.334	160.533	787	2705
61	0.127	81.418	57.751	1.383	81.238	57.510	0.360	0.487	0.510	0.316	117.705	3840	2717
62	0.149	72.111	57.819	1.515	71.882	57.595	0.466	0.444	0.534	0.355	142.579	3403	2721
63	0.117	114.648	58.093	1.311	114.406	57.933	0.487	0.318	0.478	0.311	174.590	5412	2737
64	0.121	86.561	58.343	1.388	86.339	58.124	0.466	0.402	0.486	0.318	151.873	4082	2746
65	0.132	88.476	58.589	1.438	88.286	58.357	0.381	0.466	0.488	0.344	72.726	4178	2757
66	0.115	17.240	58.609	1.281	17.060	58.378	0.339	0.444	0.446	0.327	80.809	815	2758
67	0.044	61.171	58.526	0.800	61.066	58.399	0.212	0.275	0.276	0.203	104.648	2887	2759
68	0.128	16.602	58.930	1.346	16.404	58.695	0.402	0.444	0.485	0.336	131.085	780	2773
69	0.114	21.152	59.137	1.286	20.955	58.928	0.381	0.423	0.465	0.313	54.120	1000	2784
70	0.055	62.279	59.568	0.982	62.188	59.372	0.169	0.381	0.408	0.172	90.944	2940	2805
71	0.154	64.003	59.566	1.498	63.733	59.394	0.529	0.360	0.541	0.361	171.660	3018	2806
72	0.134	65.503	59.922	1.396	65.257	59.754	0.508	0.339	0.499	0.343	173.322	3088	2823
73	0.125	52.571	60.019	1.329	52.324	59.838	0.487	0.339	0.489	0.326	179.783	2483	2827
74	0.124	117.409	60.576	1.359	117.179	60.367	0.444	0.402	0.493	0.320	29.764	5553	2852
75	0.147	37.116	60.828	1.503	36.830	60.642	0.550	0.381	0.541	0.345	19.543	1753	2865
76	0.119	22.816	60.872	1.316	22.606	60.664	0.423	0.402	0.485	0.313	44.542	1079	2866
77	0.118	32.735	61.064	1.304	32.533	60.854	0.402	0.423	0.466	0.323	44.616	1548	2875
78	0.129	52.827	61.798	1.371	52.557	61.637	0.529	0.318	0.521	0.317	179.461	2493	2912
79	0.133	87.387	62.258	1.413	87.207	62.018	0.360	0.508	0.504	0.336	85.044	4125	2930
80	0.130	88.497	62.490	1.364	88.307	62.230	0.360	0.508	0.498	0.334	103.256	4180	2940
81	0.151	67.390	62.637	1.605	67.120	62.442	0.529	0.381	0.555	0.347	162.737	3177	2950
82	0.120	27.975	62.624	1.299	27.750	62.463	0.444	0.339	0.455	0.336	179.853	1317	2951
83	0.112	46.327	62.659	1.274	46.101	62.484	0.444	0.339	0.455	0.315	153.517	2182	2952
84	0.116	88.199	62.846	1.311	88.032	62.611	0.339	0.466	0.486	0.305	105.073	4163	2958
85	0.130	18.477	62.867	1.346	18.288	62.632	0.381	0.466	0.495	0.336	59.141	873	2959
86	0.047	67.071	62.965	0.805	66.950	62.823	0.233	0.275	0.262	0.229	85.310	3167	2968
87	0.157	37.850	63.500	1.533	37.592	63.267	0.508	0.444	0.567	0.352	30.413	1795	2989
88	0.108	51.271	64.114	1.244	51.054	63.944	0.444	0.339	0.461	0.298	150.702	2415	3021
89	0.134	21.518	64.299	1.448	21.315	64.050	0.402	0.508	0.534	0.318	61.233	1018	3026
90	0.137	66.758	64.828	1.411	66.506	64.622	0.487	0.402	0.499	0.349	26.512	3155	3053
91	0.125	93.630	65.002	1.366	93.472	64.749	0.318	0.508	0.516	0.307	96.556	4421	3059
92	0.112	117.329	65.420	1.274	117.115	65.214	0.402	0.402	0.475	0.299	46.388	5543	3081
93	0.122	50.369	65.795	1.394	50.186	65.532	0.339	0.550	0.510	0.305	100.954	2378	3096
94	0.117	69.820	66.087	1.418	69.638	65.850	0.360	0.466	0.463	0.323	104.205	3303	3111
95	0.135	30.350	66.085	1.461	30.099	65.913	0.529	0.360	0.522	0.330	177.955	1428	3114
