 	Area	X	Y	Perim.	BX	BY	Width	Height	Major	Minor	Angle	XStart	YStart
1	0.051	42.953	9.288	0.937	42.799	9.186	0.360	0.212	0.350	0.184	7.125	2025	434
2	0.166	56.932	14.197	1.558	56.663	13.991	0.550	0.402	0.587	0.359	25.369	2689	661
3	0.146	54.791	14.191	1.456	54.546	14.012	0.508	0.360	0.529	0.352	161.621	2580	662
4	0.152	49.879	15.220	1.515	49.699	14.944	0.360	0.550	0.552	0.352	90.398	2356	706
5	0.142	39.576	15.795	1.426	39.391	15.536	0.360	0.508	0.532	0.339	110.310	1864	734
6	0.151	59.866	16.433	1.491	59.648	16.192	0.444	0.487	0.540	0.355	55.697	2829	765
7	0.169	60.381	16.704	1.570	60.177	16.425	0.402	0.550	0.589	0.365	112.019	2847	776
8	0.128	37.580	16.730	1.388	37.402	16.468	0.381	0.487	0.526	0.309	122.937	1769	778
9	0.112	70.660	16.863	1.226	70.485	16.658	0.360	0.402	0.425	0.335	63.685	3337	787
10	0.145	88.478	17.205	1.461	88.244	16.976	0.444	0.466	0.547	0.338	49.591	4181	802
11	0.125	69.187	18.159	1.286	68.961	17.970	0.444	0.360	0.452	0.353	15.569	3268	849
12	0.145	34.472	19.188	1.456	34.290	18.944	0.381	0.487	0.508	0.364	105.066	1624	895
13	0.134	66.101	19.165	1.383	65.850	19.008	0.508	0.339	0.517	0.330	5.939	3118	898
14	0.119	71.857	19.593	1.334	71.628	19.410	0.466	0.360	0.475	0.320	153.436	3390	917
15	0.150	73.296	19.870	1.503	73.025	19.685	0.550	0.381	0.557	0.343	23.553	3462	930
16	0.134	89.795	19.968	1.376	89.598	19.748	0.423	0.444	0.509	0.334	51.619	4243	933
17	0.137	61.362	19.998	1.406	61.150	19.770	0.444	0.444	0.517	0.338	138.191	2893	934
18	0.138	35.703	21.796	1.413	35.433	21.632	0.529	0.339	0.533	0.330	11.307	1683	1022
19	0.156	42.642	22.276	1.515	42.376	22.077	0.529	0.402	0.543	0.366	22.937	2015	1043
20	0.157	47.001	23.756	1.496	46.757	23.516	0.487	0.466	0.555	0.361	136.395	2214	1111
21	0.130	37.220	24.892	1.388	36.999	24.680	0.444	0.423	0.517	0.321	138.443	1752	1166
22	0.116	70.287	25.639	1.294	70.125	25.400	0.318	0.466	0.478	0.308	74.042	3321	1200
23	0.136	48.874	27.516	1.383	48.704	27.263	0.339	0.508	0.513	0.338	82.352	2308	1288
24	0.128	20.161	28.121	1.341	19.918	27.961	0.487	0.339	0.484	0.336	167.482	945	1321
25	0.142	96.488	28.368	1.456	96.308	28.109	0.360	0.529	0.542	0.334	75.213	4557	1328
26	0.156	56.812	28.397	1.515	56.621	28.130	0.402	0.529	0.560	0.355	68.790	2685	1329
27	0.155	90.553	28.761	1.521	90.339	28.512	0.444	0.508	0.565	0.348	53.997	4280	1347
28	0.157	87.875	29.870	1.551	87.651	29.612	0.444	0.508	0.554	0.361	123.478	4145	1399
29	0.150	63.811	29.887	1.466	63.564	29.654	0.487	0.444	0.532	0.358	140.532	3008	1401
30	0.116	33.364	30.039	1.294	33.210	29.803	0.318	0.466	0.470	0.315	76.368	1576	1408
31	0.173	17.228	30.285	1.583	17.039	29.993	0.360	0.593	0.607	0.363	96.522	810	1417
32	0.152	14.090	30.545	1.588	13.822	30.290	0.508	0.444	0.503	0.385	2.422	670	1431
33	0.129	54.904	30.556	1.388	54.652	30.374	0.508	0.360	0.509	0.323	158.878	2588	1435
34	0.139	81.423	31.227	1.413	81.238	30.967	0.360	0.508	0.521	0.339	107.926	3844	1463
35	0.116	65.690	31.483	1.286	65.468	31.306	0.444	0.360	0.491	0.302	150.845	3097	1479
36	0.153	42.766	32.583	1.478	42.524	32.364	0.487	0.444	0.554	0.352	142.318	2013	1529
37	0.119	93.375	32.632	1.299	93.197	32.406	0.339	0.466	0.461	0.329	74.533	4410	1531
38	0.164	107.269	32.615	1.665	107.019	32.406	0.529	0.423	0.550	0.381	155.363	5059	1531
39	0.148	104.815	32.856	1.461	104.606	32.618	0.423	0.487	0.551	0.342	53.488	4952	1541
40	0.150	32.535	33.015	1.473	32.258	32.851	0.572	0.339	0.549	0.347	2.729	1532	1552
41	0.164	114.342	33.181	1.558	114.046	32.999	0.572	0.381	0.570	0.367	12.003	5399	1559
42	0.171	109.134	34.593	1.575	108.945	34.311	0.402	0.572	0.575	0.378	74.910	5154	1621
43	0.108	32.011	34.795	1.244	31.835	34.565	0.339	0.444	0.471	0.291	61.837	1513	1633
44	0.117	63.213	35.758	1.299	62.992	35.581	0.444	0.360	0.481	0.310	32.262	2986	1681
